Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount
U.T. Student Membership,0,30.27947,-97.74479,2019,9,85.3,182
U.T. Student Membership,1,30.28585,-97.74182,2018,2,55.5,129
U.T. Student Membership,0,30.26836,-97.73651,2018,8,86.6,8
U.T. Student Membership,1,30.26539,-97.74801,2019,2,56,3
U.T. Student Membership,1,30.268999,-97.766563,2019,12,52.6,1
U.T. Student Membership,1,30.25116,-97.74908,2021,5,72.4,2
U.T. Student Membership,0,30.26204,-97.76143,2019,3,58.6,1
U.T. Student Membership,1,30.26768,-97.74147,2019,10,69.8,1
U.T. Student Membership,1,30.264341,-97.740441,2018,11,55.8,4
U.T. Student Membership,1,30.2598,-97.72341,2018,2,55.5,2
U.T. Student Membership,0,30.28668,-97.7448,2020,3,67.5,84
U.T. Student Membership,0,30.26476,-97.73152,2018,6,85.4,5
U.T. Student Membership,0,30.27363,-97.75168,2021,9,78.9,1
U.T. Student Membership,1,30.28365,-97.73955,2021,7,80.8,2
U.T. Student Membership,1,30.28668,-97.7448,2019,11,56.8,6
U.T. Student Membership,1,30.26709,-97.73933,2019,5,77.3,1
U.T. Student Membership,0,30.26458,-97.75716,2019,11,56.8,2
U.T. Student Membership,0,30.268999,-97.766563,2018,11,55.8,7
U.T. Student Membership,0,30.26933,-97.74736,2018,6,85.4,23
U.T. Student Membership,1,30.26386,-97.76365,2019,7,84.2,1
U.T. Student Membership,1,30.2425,-97.71722,2021,8,82.2,1
U.T. Student Membership,0,30.26686,-97.74945,2019,4,68.2,12
U.T. Student Membership,1,30.25116,-97.74908,2019,5,77.3,2
U.T. Student Membership,1,30.26836,-97.73651,2019,3,58.6,4
U.T. Student Membership,1,30.27363,-97.75168,2019,12,52.6,1
U.T. Student Membership,1,30.26256,-97.76215,2018,5,79.2,23
U.T. Student Membership,0,30.28382,-97.74196,2018,6,85.4,919
U.T. Student Membership,1,30.28978,-97.74026,2020,6,81.5,2
U.T. Student Membership,1,30.25578,-97.73991,2020,11,63.2,4
U.T. Student Membership,1,30.27631,-97.74476,2019,3,58.6,3
U.T. Student Membership,0,30.28978,-97.74026,2019,8,87.2,83
U.T. Student Membership,0,30.29058,-97.7429,2021,12,62.7,29
U.T. Student Membership,0,30.28365,-97.73955,2019,11,56.8,56
U.T. Student Membership,0,30.264341,-97.740441,2018,3,64.7,107
U.T. Student Membership,1,30.27646,-97.7719,2018,3,64.7,45
U.T. Student Membership,0,30.26768,-97.74147,2018,11,55.8,13
U.T. Student Membership,0,30.27631,-97.74476,2018,6,85.4,13
U.T. Student Membership,0,30.25893,-97.71469,2018,10,69.5,1
U.T. Student Membership,0,30.26805,-97.7428,2019,2,56,9
U.T. Student Membership,0,30.25218,-97.7487,2018,6,85.4,6
U.T. Student Membership,1,30.26924,-97.73968,2018,11,55.8,3
U.T. Student Membership,1,30.26836,-97.73651,2018,3,64.7,71
U.T. Student Membership,1,30.27972,-97.74232,2018,12,52.5,15
U.T. Student Membership,1,30.26011,-97.73829,2018,10,69.5,7
U.T. Student Membership,1,30.25578,-97.73991,2019,5,77.3,5
U.T. Student Membership,0,30.28978,-97.74026,2019,10,69.8,98
U.T. Student Membership,0,30.25976,-97.74932,2018,5,79.2,19
U.T. Student Membership,1,30.2425,-97.71722,2021,7,80.8,2
U.T. Student Membership,1,30.28382,-97.74196,2018,3,64.7,436
U.T. Student Membership,0,30.27631,-97.74476,2018,7,86.2,33
U.T. Student Membership,1,30.28668,-97.7448,2020,1,54.8,3
U.T. Student Membership,1,30.26204,-97.76143,2018,11,55.8,2
U.T. Student Membership,1,30.28347,-97.73743,2021,4,65.2,15
U.T. Student Membership,0,30.26933,-97.74736,2021,5,72.4,7
U.T. Student Membership,0,30.27947,-97.74479,2021,12,62.7,10
U.T. Student Membership,1,30.24329,-97.72277,2018,8,86.6,14
U.T. Student Membership,1,30.2425,-97.71722,2019,10,69.8,8
U.T. Student Membership,1,30.25578,-97.73991,2018,11,55.8,9
U.T. Student Membership,0,30.25578,-97.73991,2018,6,85.4,6
U.T. Student Membership,0,30.28533,-97.74652,2019,7,84.2,223
U.T. Student Membership,1,30.28978,-97.74026,2020,5,76.1,1
U.T. Student Membership,1,30.26976,-97.75316,2020,4,67.2,2
U.T. Student Membership,1,30.24251,-97.71755,2020,12,52.4,1
U.T. Student Membership,1,30.2603,-97.71864,2018,3,64.7,2
U.T. Student Membership,1,30.26709,-97.73933,2018,8,86.6,13
U.T. Student Membership,0,30.26498,-97.7466,2018,10,69.5,1
U.T. Student Membership,0,30.26979,-97.7308,2019,2,56,5
U.T. Student Membership,1,30.26396,-97.73363,2019,1,50.1,1
U.T. Student Membership,1,30.27947,-97.74479,2022,2,46.8,1
U.T. Student Membership,0,30.26933,-97.74736,2020,5,76.1,2
U.T. Student Membership,0,30.26933,-97.74736,2020,8,87,2
U.T. Student Membership,0,30.28347,-97.73743,2021,9,78.9,83
U.T. Student Membership,0,30.2425,-97.71722,2019,9,85.3,8
U.T. Student Membership,0,30.2598,-97.72341,2018,9,80.4,1
U.T. Student Membership,0,30.27947,-97.74479,2020,12,52.4,8
U.T. Student Membership,0,30.26836,-97.73651,2018,7,86.2,20
U.T. Student Membership,1,30.264299,-97.744202,2020,11,63.2,5
U.T. Student Membership,0,30.25976,-97.74932,2019,4,68.2,4
U.T. Student Membership,0,30.28533,-97.74652,2021,7,80.8,8
U.T. Student Membership,1,30.27947,-97.74479,2020,10,69.6,2
U.T. Student Membership,0,30.25218,-97.7487,2018,8,86.6,2
U.T. Student Membership,1,30.27329,-97.73821,2018,4,64.8,23
U.T. Student Membership,0,30.260241,-97.753822,2018,8,86.6,5
U.T. Student Membership,1,30.25976,-97.74932,2018,2,55.5,31
U.T. Student Membership,0,30.26709,-97.73933,2019,8,87.2,1
U.T. Student Membership,0,30.28978,-97.74026,2019,7,84.2,86
U.T. Student Membership,1,30.25893,-97.71469,2018,2,55.5,4
U.T. Student Membership,0,30.26539,-97.74801,2019,3,58.6,4
U.T. Student Membership,1,30.264341,-97.740441,2018,12,52.5,6
U.T. Student Membership,0,30.24251,-97.71755,2019,12,52.6,8
U.T. Student Membership,1,30.26933,-97.74736,2021,5,72.4,3
U.T. Student Membership,1,30.26933,-97.74736,2020,7,86.5,3
U.T. Student Membership,1,30.25893,-97.71469,2019,4,68.2,6
U.T. Student Membership,0,30.28347,-97.73743,2019,10,69.8,294
U.T. Student Membership,0,30.25527,-97.71635,2021,10,71.4,1
U.T. Student Membership,1,30.27267,-97.74083,2019,5,77.3,1
U.T. Student Membership,0,30.26805,-97.7428,2018,2,55.5,12
U.T. Student Membership,0,30.26498,-97.7466,2021,2,47.4,1
U.T. Student Membership,1,30.26836,-97.73651,2019,4,68.2,4
U.T. Student Membership,0,30.26873,-97.74521,2019,4,68.2,1
U.T. Student Membership,1,30.29058,-97.7429,2020,2,52.5,2
U.T. Student Membership,0,30.29058,-97.7429,2020,12,52.4,27
U.T. Student Membership,1,30.28978,-97.74026,2019,9,85.3,11
U.T. Student Membership,1,30.28365,-97.73955,2021,4,65.2,6
U.T. Student Membership,0,30.26498,-97.7466,2019,2,56,3
U.T. Student Membership,1,30.26396,-97.73363,2021,2,47.4,1
U.T. Student Membership,1,30.268999,-97.766563,2018,4,64.8,71
U.T. Student Membership,0,30.260241,-97.753822,2018,2,55.5,5
U.T. Student Membership,1,30.26256,-97.76215,2020,7,86.5,2
U.T. Student Membership,1,30.26476,-97.73152,2018,6,85.4,4
U.T. Student Membership,0,30.23949,-97.76535,2018,5,79.2,12
U.T. Student Membership,0,30.26708,-97.75014,2021,9,78.9,1
U.T. Student Membership,0,30.27267,-97.74083,2018,2,55.5,39
U.T. Student Membership,0,30.268999,-97.766563,2019,7,84.2,3
U.T. Student Membership,1,30.26768,-97.74147,2018,5,79.2,31
U.T. Student Membership,1,30.26458,-97.75716,2019,6,82.3,5
U.T. Student Membership,1,30.268999,-97.766563,2019,1,50.1,12
U.T. Student Membership,1,30.25116,-97.74908,2019,4,68.2,3
U.T. Student Membership,1,30.25218,-97.7487,2018,2,55.5,5
U.T. Student Membership,0,30.27486,-97.76484,2021,7,80.8,2
U.T. Student Membership,0,30.28347,-97.73743,2020,4,67.2,2
U.T. Student Membership,1,30.28365,-97.73955,2019,7,84.2,11
U.T. Student Membership,0,30.26709,-97.73933,2019,5,77.3,2
U.T. Student Membership,1,30.28382,-97.74196,2019,12,52.6,6
U.T. Student Membership,0,30.28533,-97.74652,2020,3,67.5,80
U.T. Student Membership,1,30.26976,-97.75316,2018,3,64.7,64
U.T. Student Membership,0,30.26619,-97.743477,2019,1,50.1,5
U.T. Student Membership,1,30.2603,-97.71864,2018,4,64.8,1
U.T. Student Membership,1,30.25976,-97.74932,2018,8,86.6,16
U.T. Student Membership,1,30.26768,-97.74147,2019,2,56,8
U.T. Student Membership,1,30.25891,-97.74624,2018,11,55.8,5
U.T. Student Membership,0,30.2603,-97.71864,2018,4,64.8,5
U.T. Student Membership,0,30.26709,-97.73933,2019,11,56.8,1
U.T. Student Membership,1,30.26011,-97.73829,2019,10,69.8,2
U.T. Student Membership,1,30.27267,-97.74083,2018,11,55.8,23
U.T. Student Membership,0,30.28668,-97.7448,2021,6,80.3,24
U.T. Student Membership,0,30.26709,-97.73933,2020,9,77,1
U.T. Student Membership,0,30.28533,-97.74652,2021,3,62.4,6
U.T. Student Membership,1,30.26686,-97.74945,2018,6,85.4,20
U.T. Student Membership,1,30.26539,-97.74801,2019,5,77.3,8
U.T. Student Membership,1,30.28947,-97.73681,2020,1,54.8,11
U.T. Student Membership,1,30.26256,-97.76215,2018,7,86.2,2
U.T. Student Membership,1,30.26871,-97.72795,2018,2,55.5,8
U.T. Student Membership,0,30.28382,-97.74196,2022,1,47.2,10
U.T. Student Membership,1,30.26871,-97.72795,2018,8,86.6,2
U.T. Student Membership,0,30.2598,-97.72341,2018,3,64.7,3
U.T. Student Membership,1,30.27947,-97.74479,2019,12,52.6,8
U.T. Student Membership,1,30.28533,-97.74652,2021,5,72.4,11
U.T. Student Membership,1,30.2425,-97.71722,2020,4,67.2,4
U.T. Student Membership,0,30.27329,-97.73821,2019,5,77.3,2
U.T. Student Membership,1,30.26976,-97.75316,2018,5,79.2,36
U.T. Student Membership,1,30.26256,-97.76215,2019,4,68.2,2
U.T. Student Membership,0,30.26619,-97.743477,2018,6,85.4,12
U.T. Student Membership,0,30.28347,-97.73743,2019,8,87.2,240
U.T. Student Membership,0,30.27646,-97.7719,2018,11,55.8,5
U.T. Student Membership,1,30.25527,-97.71635,2018,3,64.7,7
U.T. Student Membership,1,30.28347,-97.73743,2020,9,77,7
U.T. Student Membership,1,30.29058,-97.7429,2021,2,47.4,4
U.T. Student Membership,0,30.28382,-97.74196,2021,8,82.2,18
U.T. Student Membership,0,30.26204,-97.76143,2018,10,69.5,7
U.T. Student Membership,0,30.26396,-97.73363,2018,11,55.8,3
U.T. Student Membership,1,30.2425,-97.71722,2021,4,65.2,2
U.T. Student Membership,0,30.25578,-97.73991,2018,2,55.5,2
U.T. Student Membership,1,30.26709,-97.73933,2019,6,82.3,8
U.T. Student Membership,1,30.26805,-97.7428,2018,6,85.4,6
U.T. Student Membership,0,30.26924,-97.73968,2019,4,68.2,7
U.T. Student Membership,1,30.26805,-97.7428,2018,4,64.8,52
U.T. Student Membership,0,30.26256,-97.76215,2018,4,64.8,12
U.T. Student Membership,0,30.26933,-97.74736,2021,7,80.8,1
U.T. Student Membership,1,30.26024,-97.77379,2021,4,65.2,5
U.T. Student Membership,0,30.28668,-97.7448,2019,10,69.8,235
U.T. Student Membership,0,30.28365,-97.73955,2020,11,63.2,11
U.T. Student Membership,1,30.26386,-97.76365,2021,6,80.3,1
U.T. Student Membership,0,30.26458,-97.75716,2019,6,82.3,8
U.T. Student Membership,0,30.25218,-97.7487,2018,4,64.8,5
U.T. Student Membership,1,30.26686,-97.74945,2018,3,64.7,45
U.T. Student Membership,1,30.26396,-97.73363,2018,9,80.4,4
U.T. Student Membership,0,30.26836,-97.73651,2018,3,64.7,79
U.T. Student Membership,1,30.26979,-97.7308,2018,7,86.2,3
U.T. Student Membership,0,30.28347,-97.73743,2020,11,63.2,76
U.T. Student Membership,0,30.26498,-97.7466,2018,3,64.7,63
U.T. Student Membership,0,30.27329,-97.73821,2018,11,55.8,11
U.T. Student Membership,0,30.26924,-97.73968,2018,2,55.5,9
U.T. Student Membership,0,30.27206,-97.73866,2018,4,64.8,20
U.T. Student Membership,1,30.26458,-97.75716,2018,6,85.4,28
U.T. Student Membership,0,30.26256,-97.76215,2019,5,77.3,2
U.T. Student Membership,0,30.27486,-97.76484,2021,1,52.4,5
U.T. Student Membership,1,30.28947,-97.73681,2021,5,72.4,1
U.T. Student Membership,1,30.26933,-97.74736,2019,4,68.2,3
U.T. Student Membership,1,30.27631,-97.74476,2019,4,68.2,2
U.T. Student Membership,0,30.26686,-97.74945,2018,12,52.5,17
U.T. Student Membership,0,30.28365,-97.73955,2021,1,52.4,4
U.T. Student Membership,0,30.26924,-97.73968,2018,9,80.4,4
U.T. Student Membership,1,30.26933,-97.74736,2021,3,62.4,1
U.T. Student Membership,0,30.26979,-97.7308,2018,4,64.8,20
U.T. Student Membership,1,30.25627,-97.71013,2019,2,56,1
U.T. Student Membership,0,30.268999,-97.766563,2019,3,58.6,3
U.T. Student Membership,0,30.260241,-97.753822,2018,10,69.5,12
U.T. Student Membership,0,30.27363,-97.75168,2019,7,84.2,5
U.T. Student Membership,0,30.26458,-97.75716,2020,3,67.5,4
U.T. Student Membership,0,30.26204,-97.76143,2018,5,79.2,10
U.T. Student Membership,0,30.268999,-97.766563,2018,9,80.4,2
U.T. Student Membership,1,30.26708,-97.75014,2019,4,68.2,15
U.T. Student Membership,0,30.26686,-97.74945,2020,2,52.5,3
U.T. Student Membership,0,30.27267,-97.74083,2018,5,79.2,67
U.T. Student Membership,0,30.28947,-97.73681,2020,1,54.8,86
U.T. Student Membership,1,30.29058,-97.7429,2020,10,69.6,11
U.T. Student Membership,0,30.26768,-97.74147,2021,5,72.4,3
U.T. Student Membership,0,30.28382,-97.74196,2020,5,76.1,6
U.T. Student Membership,1,30.27486,-97.76484,2020,3,67.5,2
U.T. Student Membership,0,30.26619,-97.743477,2021,1,52.4,1
U.T. Student Membership,0,30.23949,-97.76535,2018,6,85.4,12
U.T. Student Membership,0,30.28365,-97.73955,2020,1,54.8,24
U.T. Student Membership,1,30.26256,-97.76215,2018,8,86.6,9
U.T. Student Membership,0,30.27206,-97.73866,2019,4,68.2,3
U.T. Student Membership,0,30.26686,-97.74945,2019,3,58.6,19
U.T. Student Membership,0,30.26458,-97.75716,2019,10,69.8,1
U.T. Student Membership,0,30.26256,-97.76215,2018,5,79.2,15
U.T. Student Membership,1,30.28533,-97.74652,2020,2,52.5,2
U.T. Student Membership,1,30.28365,-97.73955,2020,5,76.1,5
U.T. Student Membership,0,30.28585,-97.74182,2018,12,52.5,361
U.T. Student Membership,0,30.26873,-97.74521,2019,5,77.3,1
U.T. Student Membership,0,30.26709,-97.73933,2018,3,64.7,64
U.T. Student Membership,0,30.26686,-97.74945,2020,3,67.5,3
U.T. Student Membership,1,30.26256,-97.76215,2019,6,82.3,4
U.T. Student Membership,0,30.26709,-97.73933,2019,2,56,1
U.T. Student Membership,1,30.27206,-97.73866,2019,12,52.6,1
U.T. Student Membership,1,30.26976,-97.75316,2019,1,50.1,3
U.T. Student Membership,0,30.28382,-97.74196,2021,6,80.3,39
U.T. Student Membership,0,30.26709,-97.73933,2019,7,84.2,1
U.T. Student Membership,1,30.24329,-97.72277,2021,8,82.2,1
U.T. Student Membership,1,30.26933,-97.74736,2018,6,85.4,12
U.T. Student Membership,1,30.26539,-97.74801,2018,6,85.4,14
U.T. Student Membership,0,30.27631,-97.74476,2018,3,64.7,52
U.T. Student Membership,0,30.25866,-97.74848,2018,4,64.8,9
U.T. Student Membership,0,30.27206,-97.73866,2018,9,80.4,5
U.T. Student Membership,0,30.27363,-97.75168,2019,10,69.8,3
U.T. Student Membership,0,30.26933,-97.74736,2019,3,58.6,1
U.T. Student Membership,0,30.28365,-97.73955,2020,12,52.4,6
U.T. Student Membership,1,30.26708,-97.75014,2020,10,69.6,5
U.T. Student Membership,1,30.28347,-97.73743,2020,12,52.4,1
U.T. Student Membership,1,30.27206,-97.73866,2018,7,86.2,2
U.T. Student Membership,0,30.26043,-97.73935,2019,9,85.3,1
U.T. Student Membership,0,30.27329,-97.73821,2019,1,50.1,7
U.T. Student Membership,0,30.27646,-97.7719,2018,9,80.4,1
U.T. Student Membership,0,30.27267,-97.74083,2018,6,85.4,22
U.T. Student Membership,0,30.27947,-97.74479,2020,11,63.2,29
U.T. Student Membership,1,30.28978,-97.74026,2021,10,71.4,5
U.T. Student Membership,0,30.28947,-97.73681,2019,6,82.3,199
U.T. Student Membership,0,30.27646,-97.7719,2018,2,55.5,4
U.T. Student Membership,1,30.26686,-97.74945,2019,2,56,10
U.T. Student Membership,0,30.264299,-97.744202,2019,5,77.3,1
U.T. Student Membership,1,30.26204,-97.76143,2018,4,64.8,16
U.T. Student Membership,0,30.26204,-97.76143,2019,4,68.2,1
U.T. Student Membership,0,30.26805,-97.7428,2019,1,50.1,8
U.T. Student Membership,1,30.26686,-97.74945,2019,6,82.3,3
U.T. Student Membership,0,30.26204,-97.76143,2018,4,64.8,11
U.T. Student Membership,0,30.26993,-97.74212,2018,11,55.8,8
U.T. Student Membership,0,30.28668,-97.7448,2021,1,52.4,39
U.T. Student Membership,0,30.28382,-97.74196,2021,11,58.4,9
U.T. Student Membership,1,30.25976,-97.74932,2019,1,50.1,5
U.T. Student Membership,1,30.27267,-97.74083,2018,10,69.5,21
U.T. Student Membership,0,30.26976,-97.75316,2018,5,79.2,43
U.T. Student Membership,1,30.28978,-97.74026,2021,4,65.2,2
U.T. Student Membership,0,30.2425,-97.71722,2020,2,52.5,6
U.T. Student Membership,1,30.26686,-97.74945,2020,3,67.5,1
U.T. Student Membership,0,30.27947,-97.74479,2020,6,81.5,20
U.T. Student Membership,1,30.25976,-97.74932,2018,10,69.5,25
U.T. Student Membership,0,30.28382,-97.74196,2018,5,79.2,1245
U.T. Student Membership,1,30.27631,-97.74476,2018,3,64.7,22
U.T. Student Membership,1,30.264341,-97.740441,2018,3,64.7,102
U.T. Student Membership,1,30.28382,-97.74196,2020,5,76.1,1
U.T. Student Membership,1,30.25627,-97.71013,2019,3,58.6,1
U.T. Student Membership,0,30.27646,-97.7719,2018,7,86.2,15
U.T. Student Membership,0,30.28382,-97.74196,2019,2,56,341
U.T. Student Membership,0,30.26805,-97.7428,2018,6,85.4,9
U.T. Student Membership,1,30.27206,-97.73866,2018,5,79.2,7
U.T. Student Membership,0,30.25527,-97.71635,2019,4,68.2,1
U.T. Student Membership,1,30.23949,-97.76535,2018,6,85.4,4
U.T. Student Membership,0,30.23949,-97.76535,2018,4,64.8,9
U.T. Student Membership,1,30.2425,-97.71722,2021,2,47.4,2
U.T. Student Membership,1,30.26805,-97.7428,2019,1,50.1,6
U.T. Student Membership,0,30.25218,-97.7487,2018,3,64.7,8
U.T. Student Membership,1,30.28947,-97.73681,2022,1,47.2,1
U.T. Student Membership,0,30.28533,-97.74652,2020,10,69.6,25
U.T. Student Membership,1,30.28947,-97.73681,2021,10,71.4,1
U.T. Student Membership,1,30.268999,-97.766563,2020,8,87,1
U.T. Student Membership,1,30.29058,-97.7429,2019,10,69.8,9
U.T. Student Membership,1,30.27486,-97.76484,2020,10,69.6,1
U.T. Student Membership,0,30.28347,-97.73743,2020,6,81.5,5
U.T. Student Membership,0,30.27363,-97.75168,2020,3,67.5,1
U.T. Student Membership,0,30.26204,-97.76143,2018,3,64.7,20
U.T. Student Membership,0,30.24892,-97.74992,2018,11,55.8,2
U.T. Student Membership,1,30.25891,-97.74624,2018,6,85.4,4
U.T. Student Membership,1,30.25527,-97.71635,2018,8,86.6,1
U.T. Student Membership,0,30.26933,-97.74736,2019,7,84.2,4
U.T. Student Membership,0,30.26924,-97.73968,2018,8,86.6,3
U.T. Student Membership,0,30.28382,-97.74196,2020,10,69.6,51
U.T. Student Membership,0,30.27363,-97.75168,2021,5,72.4,2
U.T. Student Membership,0,30.2425,-97.71722,2020,7,86.5,3
U.T. Student Membership,1,30.25218,-97.7487,2018,8,86.6,1
U.T. Student Membership,1,30.25866,-97.74848,2018,8,86.6,6
U.T. Student Membership,1,30.26933,-97.74736,2020,11,63.2,1
U.T. Student Membership,0,30.26708,-97.75014,2021,8,82.2,3
U.T. Student Membership,0,30.24329,-97.72277,2020,1,54.8,3
U.T. Student Membership,1,30.26836,-97.73651,2018,11,55.8,2
U.T. Student Membership,1,30.26708,-97.75014,2020,7,86.5,3
U.T. Student Membership,0,30.29058,-97.7429,2020,5,76.1,3
U.T. Student Membership,1,30.28947,-97.73681,2019,8,87.2,22
U.T. Student Membership,0,30.26476,-97.73152,2019,3,58.6,1
U.T. Student Membership,1,30.26993,-97.74212,2018,10,69.5,9
U.T. Student Membership,0,30.26708,-97.75014,2021,10,71.4,3
U.T. Student Membership,0,30.24892,-97.74992,2018,5,79.2,4
U.T. Student Membership,0,30.2425,-97.71722,2021,4,65.2,4
U.T. Student Membership,1,30.29058,-97.7429,2020,5,76.1,3
U.T. Student Membership,1,30.24251,-97.71755,2020,8,87,9
U.T. Student Membership,0,30.28382,-97.74196,2018,2,55.5,871
U.T. Student Membership,1,30.268999,-97.766563,2020,4,67.2,2
U.T. Student Membership,1,30.29058,-97.7429,2021,7,80.8,6
U.T. Student Membership,1,30.268999,-97.766563,2019,8,87.2,1
U.T. Student Membership,0,30.26011,-97.73829,2018,6,85.4,13
U.T. Student Membership,0,30.26836,-97.73651,2018,11,55.8,3
U.T. Student Membership,1,30.29058,-97.7429,2020,9,77,14
U.T. Student Membership,1,30.26396,-97.73363,2019,3,58.6,5
U.T. Student Membership,0,30.26024,-97.77379,2020,4,67.2,1
U.T. Student Membership,0,30.27947,-97.74479,2019,7,84.2,124
U.T. Student Membership,0,30.23949,-97.76535,2018,2,55.5,4
U.T. Student Membership,1,30.24329,-97.72277,2019,11,56.8,1
U.T. Student Membership,1,30.26805,-97.7428,2018,11,55.8,17
U.T. Student Membership,1,30.28585,-97.74182,2019,2,56,47
U.T. Student Membership,1,30.25578,-97.73991,2019,12,52.6,1
U.T. Student Membership,1,30.2425,-97.71722,2019,11,56.8,6
U.T. Student Membership,1,30.26708,-97.75014,2018,10,69.5,23
U.T. Student Membership,1,30.260241,-97.753822,2018,9,80.4,4
U.T. Student Membership,0,30.26458,-97.75716,2020,2,52.5,2
U.T. Student Membership,1,30.264299,-97.744202,2020,10,69.6,1
U.T. Student Membership,0,30.26979,-97.7308,2018,12,52.5,4
U.T. Student Membership,1,30.28347,-97.73743,2021,8,82.2,6
U.T. Student Membership,1,30.23949,-97.76535,2018,2,55.5,2
U.T. Student Membership,0,30.25893,-97.71469,2019,2,56,1
U.T. Student Membership,1,30.26539,-97.74801,2018,10,69.5,24
U.T. Student Membership,0,30.28533,-97.74652,2020,12,52.4,4
U.T. Student Membership,0,30.26993,-97.74212,2018,3,64.7,49
U.T. Student Membership,1,30.25578,-97.73991,2019,3,58.6,13
U.T. Student Membership,0,30.25866,-97.74848,2019,1,50.1,2
U.T. Student Membership,0,30.28347,-97.73743,2021,12,62.7,42
U.T. Student Membership,0,30.26686,-97.74945,2018,3,64.7,31
U.T. Student Membership,0,30.28533,-97.74652,2020,5,76.1,8
U.T. Student Membership,1,30.26976,-97.75316,2018,8,86.6,11
U.T. Student Membership,1,30.28947,-97.73681,2021,9,78.9,5
U.T. Student Membership,0,30.2598,-97.72341,2019,1,50.1,1
U.T. Student Membership,1,30.28347,-97.73743,2020,5,76.1,7
U.T. Student Membership,0,30.26458,-97.75716,2021,3,62.4,1
U.T. Student Membership,0,30.27947,-97.74479,2019,8,87.2,125
U.T. Student Membership,1,30.26933,-97.74736,2020,3,67.5,1
U.T. Student Membership,1,30.26204,-97.76143,2018,7,86.2,4
U.T. Student Membership,1,30.28365,-97.73955,2022,1,47.2,1
U.T. Student Membership,1,30.28365,-97.73955,2019,11,56.8,8
U.T. Student Membership,0,30.28347,-97.73743,2021,3,62.4,66
U.T. Student Membership,0,30.27972,-97.74232,2018,8,86.6,131
U.T. Student Membership,1,30.28947,-97.73681,2019,9,85.3,48
U.T. Student Membership,0,30.28382,-97.74196,2019,9,85.3,195
U.T. Student Membership,1,30.24251,-97.71755,2019,11,56.8,1
U.T. Student Membership,1,30.26686,-97.74945,2018,12,52.5,13
U.T. Student Membership,0,30.25578,-97.73991,2019,8,87.2,3
U.T. Student Membership,1,30.25527,-97.71635,2018,5,79.2,2
U.T. Student Membership,1,30.28668,-97.7448,2020,8,87,1
U.T. Student Membership,1,30.28978,-97.74026,2020,4,67.2,3
U.T. Student Membership,0,30.26619,-97.743477,2018,5,79.2,19
U.T. Student Membership,1,30.26805,-97.7428,2020,9,77,1
U.T. Student Membership,0,30.26619,-97.743477,2019,6,82.3,4
U.T. Student Membership,1,30.26871,-97.72795,2018,7,86.2,1
U.T. Student Membership,0,30.28365,-97.73955,2021,11,58.4,19
U.T. Student Membership,1,30.26458,-97.75716,2019,11,56.8,2
U.T. Student Membership,0,30.26933,-97.74736,2018,10,69.5,9
U.T. Student Membership,0,30.26458,-97.75716,2020,8,87,4
U.T. Student Membership,1,30.26024,-97.77379,2021,8,82.2,1
U.T. Student Membership,1,30.27947,-97.74479,2021,10,71.4,2
U.T. Student Membership,1,30.25627,-97.71013,2018,7,86.2,3
U.T. Student Membership,0,30.26686,-97.74945,2019,6,82.3,6
U.T. Student Membership,1,30.28347,-97.73743,2021,5,72.4,6
U.T. Student Membership,0,30.26011,-97.73829,2018,9,80.4,4
U.T. Student Membership,1,30.26256,-97.76215,2018,2,55.5,8
U.T. Student Membership,0,30.26709,-97.73933,2019,6,82.3,2
U.T. Student Membership,1,30.26709,-97.73933,2019,10,69.8,2
U.T. Student Membership,0,30.24329,-97.72277,2019,5,77.3,3
U.T. Student Membership,1,30.26708,-97.75014,2020,12,52.4,1
U.T. Student Membership,1,30.27646,-97.7719,2018,6,85.4,32
U.T. Student Membership,0,30.26476,-97.73152,2018,7,86.2,1
U.T. Student Membership,1,30.27631,-97.74476,2018,6,85.4,3
U.T. Student Membership,1,30.27947,-97.74479,2019,10,69.8,22
U.T. Student Membership,1,30.24329,-97.72277,2019,12,52.6,1
U.T. Student Membership,1,30.264299,-97.744202,2018,5,79.2,14
U.T. Student Membership,0,30.27206,-97.73866,2019,2,56,3
U.T. Student Membership,1,30.26976,-97.75316,2018,11,55.8,8
U.T. Student Membership,1,30.26686,-97.74945,2021,3,62.4,1
U.T. Student Membership,1,30.26539,-97.74801,2019,3,58.6,9
U.T. Student Membership,0,30.25893,-97.71469,2018,7,86.2,1
U.T. Student Membership,0,30.26396,-97.73363,2018,6,85.4,3
U.T. Student Membership,1,30.25116,-97.74908,2018,5,79.2,9
U.T. Student Membership,0,30.26709,-97.73933,2018,6,85.4,10
U.T. Student Membership,1,30.264341,-97.740441,2019,2,56,1
U.T. Student Membership,1,30.26024,-97.77379,2021,7,80.8,5
U.T. Student Membership,1,30.24251,-97.71755,2021,5,72.4,2
U.T. Student Membership,1,30.27947,-97.74479,2020,8,87,1
U.T. Student Membership,1,30.26498,-97.7466,2018,10,69.5,4
U.T. Student Membership,1,30.28585,-97.74182,2019,3,58.6,30
U.T. Student Membership,1,30.28382,-97.74196,2019,2,56,54
U.T. Student Membership,1,30.26498,-97.7466,2019,7,84.2,2
U.T. Student Membership,0,30.26924,-97.73968,2019,2,56,9
U.T. Student Membership,0,30.26011,-97.73829,2021,8,82.2,1
U.T. Student Membership,0,30.28382,-97.74196,2018,9,80.4,1719
